OrderID,OrderDate,ProductName,Category,Sales,Quantity,CustomerName,Region
85940927-468f-453d-864a-7a50b48d73f1,2024-12-13,sport,Electronics,315.93,10,Renee Smith,East
37176e84-d977-4993-bc49-d76fcfc6e625,2024-09-26,language,Clothing,192.39,7,Alicia Taylor,East
d3447490-96fd-45d0-adf2-0806e5214606,2024-04-18,management,Books,290.58,3,Amy Solomon,South
46743741-9466-4472-ab5f-5241f323ca74,2023-05-20,popular,Books,179.81,10,Pamela Leonard,East
a425799a-a905-4750-be1e-a9c573581a81,2024-07-01,threat,Toys,456.12,9,Monique Jacobson,North
fb82860d-eabc-48d0-b341-facdff0ac0f1,2023-02-10,outside,Books,384.56,5,James Banks,South
5306f3f5-1516-4570-9b7c-709acb175a5a,2023-09-14,six,Electronics,498.96,9,Meghan Richardson,East
964a870c-7c87-4b74-9d87-8f9f9cdf5a86,2023-04-11,nation,Books,255.84,1,James Williams,West
30bcab0e-d857-4102-95d4-4936a1515607,2023-08-27,day,Books,413.47,3,Laura Blackwell,West
4562be7f-bb42-40b2-8426-465e3e37952d,2024-05-18,college,Toys,346.25,1,Jennifer Rowe,West
5f3f5638-3870-4a14-b490-b6081dfc8352,2024-07-27,third,Books,152.39,1,Mark Velazquez,West
6d16ee18-5521-46dd-aba4-b180cb69ca38,2023-07-26,account,Books,199.61,5,Emily Ramirez,South
c87a7463-19c1-4a0d-8feb-d845d0dfae43,2024-01-06,example,Electronics,403.46,2,Stephen Peterson,South
38018b47-b29a-4b06-9af6-6c5f2577bffa,2024-01-02,both,Home,359.32,2,Gary Adams,North
a25b59fd-92e8-4269-912e-cbc40b9475b1,2024-04-11,those,Books,87.03,4,Jill Ferguson,West
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,2024-12-02,image,Toys,424.65,5,George Powell,West
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,2023-09-07,second,Home,83.64,9,Diana Horton,South
d480865f-9b38-4e80-b042-e325a28f5ab0,2023-07-22,even,Toys,301.11,4,Terry Owens,West
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,2024-11-19,decade,Toys,425.54,8,Jeffrey Singh,North
1db53334-fb03-43a1-9576-d4155ec17dbe,2024-05-09,memory,Books,425.92,4,Robin Anderson,East
31d0b664-0589-4877-9b02-52440950fd13,2023-02-23,up,Electronics,388.89,3,Karen Tapia,East
b7d6467b-2f5a-422a-b87f-43fdf6062541,2023-12-16,market,Clothing,233.15,6,Todd Lee,South
ba26d851-35e8-479a-baaf-0e891fb797fa,2024-09-09,evidence,Electronics,140.88,7,Debra Randall,East
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,2024-08-02,myself,Electronics,86.54,5,Scott Stanley,East
9edfa3da-6cf5-4b15-8b53-031d05d51433,2023-04-27,international,Toys,109.74,1,Timothy Hamilton,South
11ebcd49-428a-4c22-95fd-b76a19fbeb1d,2024-11-21,cause,Books,254.16,10,Ryan Brown,East
4d125e7f-a59c-4c98-926c-bc8f38884479,2023-03-18,politics,Toys,166.66,8,Omar Davis,East
0fa07a3f-2e29-4065-afa2-31e959acdd98,2024-01-27,modern,Electronics,412.74,4,Anna Ayers,North
98b33c6e-0a14-490a-b795-e98680ee526e,2023-07-14,executive,Toys,464.34,7,Justin Lucas,West
642aad48-fcfc-4a81-b306-d70019d5f970,2024-03-03,TV,Books,411.48,4,Brendan Freeman,West
e786ab37-5bca-47be-8298-17c53308fb2e,2024-07-02,consider,Clothing,326.85,5,Steven Harris,North
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,2023-11-04,rule,Toys,102.38,9,Kyle Wallace,South
b29c467d-2b5f-4932-91dc-59efeb21a3f6,2024-04-10,administration,Toys,479.96,4,Charles Larsen,South
c470f0e7-f76f-4fb8-b412-fc12ac322c12,2023-12-07,despite,Home,430.02,10,Stuart Shepard,East
28805c5d-ad1b-4f60-89e4-dab20edc6d2b,2023-11-17,group,Toys,13.49,9,Tim Baker,South
878b9f6b-57a1-4b71-a975-d279d86dbf11,2024-05-29,every,Books,342.21,5,Erika Griffin,East
ebe21368-98c7-4205-9e01-a934402d0baf,2023-04-27,section,Home,96.61,6,Kimberly Webster,South
0361524c-2cc0-4859-aa65-24ab713b7e05,2024-04-09,seat,Toys,113.05,3,Antonio Cooper,South
e66cd36e-68ef-4f5f-ae68-690a78bc7175,2024-12-11,traditional,Electronics,232.63,1,Rebekah Howe,South
eae2025e-8233-4e23-9ff3-334b91b15f5d,2023-11-15,teach,Electronics,298.15,8,Erin Olson,West
637e0edc-5b6e-4ae7-a620-81434fbaecc0,2024-08-11,boy,Home,95.01,2,David Savage Jr.,North
27460f22-403d-4f83-a859-890cd670f668,2023-04-02,really,Books,351.05,3,William Castro,North
753c7c99-032f-46ca-b0d9-c2aa8f837ef7,2024-06-10,allow,Clothing,454.62,8,Abigail Cain,North
bd30291a-55fe-408e-943e-2e04bdd7d19b,2024-05-18,least,Toys,55.01,5,Selena Navarro,East
2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,2024-09-16,force,Toys,234.55,3,Mrs. Natasha Kirk DDS,North
7b59051b-f400-48d7-831d-5a973d792fa1,2024-12-22,future,Books,163.89,1,Sabrina Nelson,East
ac642b4c-49b2-4ded-9c31-d9b25a2b745b,2024-08-17,pretty,Clothing,231.48,8,Jared Johnson,South
e456697c-f268-4baa-971c-702d5bf49c04,2024-08-27,service,Home,267.26,1,Roberta Anderson,West
21e15094-9efe-4464-9a90-f534a23d4c9d,2023-03-22,wife,Books,130.65,6,Erin Lawson,North
bf9cc545-6355-48f7-8f6f-a985b732d46f,2024-03-23,data,Books,225.74,7,Jeremy Lynch DVM,North
14aa451c-a69c-4b85-9432-f8db6a174c1c,2024-08-16,give,Books,336.38,9,Alexander York,West
b2d650af-313b-42b7-9836-31890063e42f,2023-03-21,item,Electronics,52.56,1,Renee Moore,South
391cf046-3d4a-4d51-a8fa-fd04559b5975,2024-10-06,state,Home,192.8,1,Peter Boyer,South
b5d97ef7-60ef-4471-b2b8-ff39a32c9b6f,2023-05-18,word,Electronics,327.03,4,Tammy May,North
dfe1b307-9172-4f0a-ac7c-8803e01bbf50,2024-07-27,care,Books,275.79,3,Jason Chung,North
df26f517-66fa-4989-8813-5d586a1689ad,2024-01-03,put,Home,227.99,3,Timothy Ward,North
c5adf681-6b10-453a-9145-de05b3ab1b2c,2023-08-10,candidate,Toys,493.28,9,Robin Davis,West
2a69acc7-0bf9-40ef-b581-6b74a985ab61,2024-06-10,enjoy,Clothing,355.91,7,John Strong,South
b3969057-425c-4200-905a-da6b720299e3,2024-07-13,help,Electronics,119.15,4,Martha Lee,West
e28bc9ff-870f-484c-b244-f536285e25b4,2023-03-12,sort,Toys,134.21,3,Jamie Baker,West
9a9e4310-8fb8-4bab-a875-4cd37cbd7025,2024-06-08,set,Toys,341.88,6,Jessica Stone,West
09f6048f-e245-4460-8004-884cc167733f,2024-08-09,while,Electronics,15.33,7,Amanda Russo,East
d675ebf7-4fe3-4c9a-9371-0f577e9cf84f,2023-11-20,marriage,Electronics,337.54,9,Ryan Liu,East
d29dc5df-cf1d-4110-8cc3-6d8c77863fe5,2023-07-16,letter,Home,267.58,3,Kara Boyd,South
6a46721a-cffa-4cdd-b963-a7efe00111e5,2023-07-27,consumer,Books,15.99,9,Jennifer Reeves,East
f689a4a5-ffda-4336-8c6e-90373020da5c,2024-08-25,right,Clothing,397.14,5,Gabrielle Best,East
d663049d-155e-48b1-ba83-ada4a2121ac5,2023-03-20,third,Books,249.17,1,Elaine Martin,West
03c54c71-fca0-4536-a169-df82b9bdee2d,2024-05-01,health,Toys,16.9,8,Diana Lamb,East
6ae04d52-adb3-48cb-b315-8c0c66dd7794,2023-09-27,late,Electronics,18.14,3,Heather Gray,North
03a89879-36a9-4d74-80de-59f550f0fc2b,2024-01-24,time,Toys,75.11,3,David Lutz,North
faf1501b-009a-415b-8137-8be5b7a28e0a,2024-09-25,least,Toys,90.14,7,Sharon Johnson,South
9cb017c1-8741-4e91-acfe-bb4bd29e8693,2024-02-14,it,Toys,111.09,9,Samantha Morrow,West
9bbd750d-1e70-4c52-b0c1-fb6a19086515,2024-09-07,his,Books,255.93,5,Jennifer Jones,West
4d6b234f-dfa7-46ed-b2d1-f81ba636425c,2023-02-21,pattern,Home,13.69,1,Kimberly Robinson,West
2ea60b99-fa7f-48bf-b044-284a47acf2f6,2022-12-31,born,Toys,101.18,8,Victoria Moran,South
ec3aa314-da9b-4017-b9c1-47c719a5711b,2023-01-25,begin,Toys,312.25,10,Patricia Cochran,South
0597aab6-14d3-4dbc-a0ac-f4c9658de17e,2024-04-10,open,Home,159.49,8,Larry Franklin,North
ccc14d51-73f6-40d8-a9f4-1cc04653a560,2023-01-05,suddenly,Toys,431.95,6,Jessica Green,South
41a93f90-dc82-4527-9da3-b7e2cad6e514,2024-08-18,local,Books,246.08,1,Katherine Smith,East
d138d150-8557-416a-a750-2a812227d96d,2023-04-11,catch,Clothing,99.52,9,Cole Vasquez,West
1d77ce40-58d8-4776-a51a-d4f3a699bae0,2024-11-14,big,Clothing,328.59,2,Kelly Andrews,East
d9ead926-4745-4d9e-a789-6389df3277fd,2023-03-30,administration,Home,286.94,8,Anita Watson DDS,West
34ab18fd-0a68-488e-8ad4-041504c14982,2023-11-06,suggest,Toys,30.0,9,Sophia Oliver,South
50910bdc-8ef0-46d4-8279-b14dae55cdff,2023-10-20,network,Toys,276.91,3,Stephanie Conner,East
914591ae-f03d-466a-9dec-c06af24dfdd8,2024-08-24,town,Books,462.06,2,Alexandria Gutierrez,South
d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3,2024-01-02,school,Toys,223.58,2,Victor Serrano,East
9b8b71a1-b38a-45fb-b611-64cebfc74ca9,2024-11-12,imagine,Books,403.6,10,Brian Elliott,North
a4e695c9-b65d-4226-be96-9cf3a7c5cb87,2023-01-15,real,Clothing,30.51,2,Nathaniel Hood,North
6f790959-a3e0-4b3b-b56b-0715e7180322,2023-08-25,media,Clothing,378.19,1,Sabrina Smith,East
2da44da1-89b5-4368-9f14-c6125f58d5b5,2024-04-28,economy,Toys,247.56,10,Jeffrey Marshall,North
4a814d53-964d-4b77-a025-f0ae35354579,2024-09-21,increase,Electronics,257.55,8,Casey Berry,South
4578bab3-26a9-4465-a371-ea2c0247145f,2023-04-13,public,Clothing,75.41,6,Maria Smith,South
5e00ea6d-ca24-4e4d-9667-2017555a4085,2023-03-01,set,Toys,457.7,8,Brandon Long,South
c787ddfb-5697-417c-97fd-3736b7ef941c,2024-06-22,big,Electronics,75.38,5,Morgan Curtis,West
4505f4f6-0a8c-46c7-8921-5f4f9edb95f2,2023-10-25,know,Books,37.79,7,Sean Foster,North
955d0e77-fb5e-4866-a640-211e29f2c3c7,2024-05-08,art,Toys,436.43,1,Carolyn James,North
fd42f697-6511-4656-9c64-60364a1eb1b7,2024-03-18,Republican,Clothing,481.34,7,Lorraine Stone,West
1d69d9fc-4b1c-48bd-a130-260c8c69778f,2024-07-29,thought,Books,125.69,5,Robin Carlson,West
ef0a81ed-3d5d-40bc-bb03-78eb7a62722e,2023-06-17,fine,Electronics,323.99,2,Jennifer Palmer,West
db66bfda-2df9-4747-8ed1-35530c5a876f,2023-01-31,plant,Toys,365.76,10,Sara Gonzalez,East
4d7bd307-1224-41e6-ba89-82dd85e69ea9,2023-06-05,conference,Home,97.14,1,Clinton Gonzalez,East
4c9a0ae1-5419-4efc-95e7-3e3f673617d9,2023-11-10,fish,Toys,89.16,6,Bryan Todd,East
8f928dc5-1972-4ce3-9bd0-94486a2b3200,2024-12-04,family,Books,411.74,4,Eric Thomas,East
564ae909-7958-4e69-bb2e-1b82e89dc815,2024-12-08,new,Clothing,237.04,7,Jennifer Brown,West
cff4c56b-f9ea-4c64-8c41-7e7cd741d609,2024-11-24,capital,Home,307.52,5,Robert Sherman,East
1db2b452-7aa5-4a18-9fd3-c01757f98d1e,2023-01-15,open,Books,94.92,1,Shannon Jimenez,South
09aedbd0-6d31-4b4a-bf6b-8793b318ad4c,2023-01-30,relate,Clothing,358.08,3,Rachel Ortiz,West
afe6790a-bc18-440b-95c7-ed9d4d4985dc,2024-04-03,resource,Home,257.83,6,Justin Ramos,North
2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e,2024-08-23,green,Clothing,471.43,6,Robin Ellison,North
ce5dc807-6025-4199-9082-3edaa0722aa0,2023-10-31,a,Electronics,325.13,2,Kelly Lewis,South
16408169-a38d-4afc-bdd2-ed7af97ccc57,2023-04-06,charge,Home,167.25,10,Danny Daniel,West
32b2c492-15ac-47a1-8eca-2ee310da8a95,2024-03-04,ability,Clothing,78.2,7,Brittany Martin,North
62830869-0fa7-4e05-b897-4df5bff773ce,2024-07-14,better,Electronics,434.88,8,Brian Harvey,West
8e751eb7-64d0-4913-991b-8adf0202861c,2024-06-23,group,Home,82.14,2,Kelsey Clarke,East
eb8f2056-72d3-4c5d-8a31-b24384dd6da6,2023-08-12,some,Clothing,89.99,10,Dawn Cannon,East
b6e355f6-95bb-440d-89cd-4af97d161f29,2023-11-05,green,Toys,47.28,8,Andrew Robinson,North
156af458-6c4c-4935-b79d-eda1ade6c5e9,2023-11-04,local,Clothing,307.74,9,Louis Chan,West
ffc573d5-fd0b-470e-b85a-f4635e4af862,2024-11-16,throw,Clothing,230.57,6,Patricia Walton,East
2aa50f4e-c6f0-4933-95d1-805142cb6d1d,2024-10-02,decide,Toys,59.44,5,Cheryl Wade,South
1d7173e5-5bc7-4deb-b123-4efe6e648043,2024-02-22,eight,Home,396.26,3,Debra Watson,West
da54f267-dd13-4266-926d-53961058fe8c,2023-02-05,house,Clothing,26.03,4,Zachary Terry,South
869bdbd2-e72b-45b7-8712-0911b3b68b57,2024-07-23,upon,Electronics,101.38,2,Cory Peterson,West
33a1d1c2-ad4a-4155-809f-cd8f739cd488,2024-10-04,relationship,Electronics,473.8,9,Ronald Lopez,East
41a8a6e1-65e0-4993-bf41-1fed1e70e799,2023-12-06,owner,Clothing,177.82,8,Joseph King,West
ff3e0ba1-0ac7-48b4-a418-65bf350d278d,2024-11-06,main,Home,28.55,4,Tyrone Mckee,West
9f982188-3744-4a64-8c24-9558f2ad985f,2024-02-19,every,Books,124.37,6,Joseph Williams,South
755a3ac1-32ae-4a20-9ac9-02ee25777cf0,2023-04-16,offer,Clothing,313.99,3,Brian Ballard,South
d3b564b0-8be0-4c3e-9c94-938160c6b3ed,2024-03-04,Congress,Clothing,206.05,9,Eric Miller,West
98a33736-fd1a-47ce-9ad0-a6f226bdd974,2024-11-24,writer,Toys,432.36,7,Kathryn Henderson,East
905c053b-25fd-4cbe-bce7-1b48fba52e59,2023-04-02,listen,Clothing,496.65,4,Cassie Salinas,South
6c596216-ae0f-4bc8-a36b-cb0167e98363,2024-05-08,instead,Toys,476.77,8,Ryan Stevenson,West
ade7cef3-7ed2-4c2f-856f-3d95e0ae1a1b,2023-06-04,administration,Books,400.25,1,John Phillips,South
d5627386-528c-4241-a345-ac72eac39204,2024-03-26,board,Electronics,124.99,3,Sarah Ryan,West
a2939b3b-7fa7-4d8a-bf88-ec827f99d273,2023-05-04,above,Toys,242.19,9,Angela Owen,East
8af58903-33b5-43ce-9fec-4623ab899605,2024-09-30,both,Home,364.87,3,Derrick Murphy,South
027c013f-3801-4399-ae6a-8e2f9c19ed34,2023-03-04,girl,Clothing,446.13,7,Ashley Downs,South
bf3df0bb-f66a-4168-b4a1-ca795718ada2,2024-03-16,share,Clothing,231.34,3,Mark Hunter,South
52631db9-d170-44ce-9179-7350e6256403,2023-12-24,despite,Books,349.56,5,Ralph Morales,South
dfde2281-25fb-4f3d-866d-7002091472ad,2023-08-05,forget,Electronics,282.6,8,Dr. Eric Thomas,South
27e969e2-c8bf-43fb-9a43-1f7a41c30359,2023-07-21,off,Books,342.74,8,Michael Jones,North
4b5ca436-953c-478e-a106-7a8cd7a3283c,2023-07-09,building,Toys,374.07,6,Andrea Rodriguez,West
786e30ef-ce9b-4e70-b4d4-dfccb7d779cc,2023-06-07,more,Electronics,321.52,9,Edgar Rodriguez,North
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,2023-11-03,star,Electronics,209.65,9,Theresa Estes,South
10fc9eee-0a17-47f7-aa5f-24b6de6fec4b,2024-06-08,fish,Electronics,84.05,7,Dr. Kylie Powell,West
4cea2df0-0a66-4c4e-a168-1081399f8a8f,2022-12-31,visit,Books,292.79,10,Kelly Perez,North
72d6bc20-d80d-4a1c-8247-2fd603e9ba02,2024-10-26,best,Home,143.31,1,Carla Pearson,South
ccf719ab-2922-4bd8-9ca5-b35354a1d505,2024-05-02,blue,Clothing,37.82,8,Kimberly Thomas,East
75f2bc20-a7f5-495c-9e62-d43f261908b9,2024-10-24,off,Toys,435.11,9,Jorge Reynolds,West
61d9fe39-8147-48f4-9f0e-f320f7f60e7f,2023-02-03,practice,Books,312.8,8,Kyle Beard,West
089b30a0-809f-4923-87a1-798fe6addd9e,2024-02-04,fight,Clothing,99.04,8,Catherine Barrett,East
cb4d18d6-adb6-4a35-9734-a26c92e94e89,2024-08-17,sit,Books,150.61,8,Chase Palmer,South
99a2ecb1-c202-487b-849b-8a44ce1bb02a,2024-08-20,ask,Electronics,354.6,9,Danielle Navarro,East
6d265dd8-bf39-4fbb-938c-3460fd938adc,2023-02-17,else,Electronics,86.97,5,Tracy Garcia,South
4a276dda-34c3-494a-812e-a9b8e7e13ed8,2024-11-04,will,Home,385.41,2,Kelly Wolfe,East
6af79ad2-993e-48c6-a6b1-06e289110af0,2023-01-01,think,Clothing,49.19,1,Donna Keith,South
d872298c-7b72-490b-b8f8-f071d360da69,2024-05-04,bring,Home,66.72,8,Andrew Buckley,West
9b8086da-6379-4035-b8e4-5086ca819c6f,2023-08-03,return,Books,329.9,8,Michael Robinson,South
dd620222-d9ef-428b-bbcb-50b3961d8dcf,2023-04-24,community,Home,107.54,6,Gina Sharp,South
e2a01335-a830-43ab-853e-4b42cc4da021,2024-08-16,light,Books,483.83,5,Stephanie Pratt,North
4d6cd782-2e95-43ea-bda1-7da2000fc63d,2023-04-13,company,Clothing,166.89,3,Cameron Powers,East
552ae5ca-4124-405b-91fc-fe8881c16e98,2024-10-01,company,Home,120.87,3,Michael Mcneil,East
4312ece2-dc21-41e1-be56-ac3d10cc8711,2024-08-07,make,Toys,210.65,1,Jeremy Cooper,North
c5c14262-4d84-4ec5-9334-886ff164f9d8,2024-01-23,evening,Electronics,164.17,4,David Gomez,East
6238d0a0-cf5e-4ea3-a258-4ab368777bab,2023-04-08,well,Toys,31.42,7,Ian Gould,East
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,2024-12-22,themselves,Clothing,463.72,9,Alan Hanna,East
babd4745-497e-4f1a-bd2b-f042209818d1,2023-03-23,rule,Toys,197.85,5,Elizabeth Leon,West
f11ddff7-0e37-4526-9582-a3bdd476fe38,2023-09-09,computer,Clothing,262.23,10,Scott Wilson,South
2412579d-6af9-44e0-bb38-785b0932f5b6,2022-12-29,less,Electronics,379.56,1,Charles Conley,West
9a1a7d6f-dd02-4100-a3d4-84087de8a234,2024-07-22,sea,Toys,106.51,5,Thomas Carter,South
b2ddc481-ac6d-4df8-94e5-064cb799ae8e,2024-09-22,theory,Home,104.32,9,Matthew Sanchez,North
5a4f4145-fc98-4279-8f6f-111c26c06e67,2023-09-02,own,Electronics,13.7,5,Pamela Contreras,West
775e0ec3-9c9d-43f3-8901-8aee69407be7,2024-10-05,agreement,Home,371.36,9,Mark Fuller,South
19faa06e-0c0a-4967-b579-501a62fda854,2023-04-16,option,Home,40.03,3,Joel Chen,South
052daad3-26c0-4984-8734-bb05788c31f6,2023-09-07,human,Home,159.76,3,Christopher Gaines,East
21f8c156-9e0d-445b-992a-34a1084fa819,2024-03-18,admit,Clothing,223.36,9,Sean Jackson,West
b3386c3e-1af4-487f-92eb-dac5a1457899,2024-07-30,can,Books,436.19,5,Susan Davis PhD,West
31e9ca80-58bf-4b9e-a624-5b598c94af98,2023-02-11,black,Electronics,37.38,5,Sharon Crawford,West
c707aef9-c6c3-444c-888e-03b662276cbc,2023-03-01,force,Home,492.86,1,Richard Doyle,North
0f66b32d-e19b-4837-9c6a-4b5e7d859725,2023-10-10,beautiful,Books,102.7,8,Victoria Hammond,West
9d44c93e-7799-48e2-b368-c5539c30ceaa,2023-06-03,professor,Clothing,463.09,2,Timothy Wagner PhD,South
a6855857-567e-4862-af15-1673a1df3da7,2023-07-10,special,Home,394.06,4,Carlos Lewis,South
b6af98b2-aeba-42d0-b830-32491fd3af07,2023-12-10,I,Home,35.46,3,Charles Williams,East
d960af85-c9df-4e44-8bdf-fa7d9f3dd894,2023-09-08,detail,Books,422.42,6,Leslie Barber,South
633cbf79-e96a-41af-b55e-3aa2208a393e,2024-06-06,establish,Clothing,298.15,5,Jody Cole,East
beebb4ea-eab9-421b-8b36-b545cca1a034,2024-01-05,several,Books,498.31,6,Luis Fields,North
fbbff9e0-ae56-402a-b521-ca9fdf5e6f78,2023-12-25,if,Home,66.75,10,Tonya Warner,South
dc45488d-84dd-49b9-9f1e-0ee9cf6c9992,2024-02-14,drug,Electronics,236.57,4,Leslie Spencer,South
09c67417-306a-4871-beef-71cbc915d113,2024-02-06,major,Home,343.58,5,Linda Todd,South
5f1ff97c-71cf-4814-a45b-d776c838a145,2023-02-28,quite,Electronics,193.57,5,Keith Frost,North
5b471c43-7499-428c-b0c3-2323c1b199c4,2023-02-25,phone,Electronics,314.82,5,Matthew Rojas,East
f4dd05d5-1349-447a-a1cb-a182ca20854d,2023-08-27,mother,Books,465.96,5,Laura Mccann,West
0a3c2c6f-ef2d-4a38-a6e4-b8df0b6d9611,2023-11-30,opportunity,Electronics,124.69,10,Kayla Chavez,North
06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,2023-10-19,third,Electronics,211.23,1,Kevin Collins,South
91bacf80-aaa0-4996-8522-dc4ef1dd50bf,2024-08-19,hold,Home,382.88,8,Michelle Cline,West
3acaaf82-374a-4cc9-a039-7e67926146de,2023-11-03,culture,Books,104.49,2,Rhonda Randall,East
e27ac8e9-d1c3-41bc-86be-643217ee0eb0,2024-02-19,large,Books,262.93,6,Erin Chapman DDS,East
809e2109-c786-4a38-a09f-1aede38690e7,2024-01-01,push,Toys,274.85,9,Mary Giles,North
81d1bf06-6b8c-46f2-8611-f583b2d10e3d,2024-02-26,sure,Toys,470.63,3,Eric Ford,East
254bf7ae-1d0a-4994-b20b-575d4e28e674,2023-11-20,across,Clothing,233.31,9,Susan Porter,West
6c0be55c-90e6-49e1-a44f-c3a96d0c62c3,2024-01-31,perform,Clothing,100.08,8,Scott Robertson,West
1ad1daaa-ef8d-4ff0-9583-1feeec41e6f6,2023-02-20,know,Home,249.79,1,Deborah Landry,East
6a480542-1965-4435-901b-b5fa6a677623,2024-11-28,your,Home,385.68,9,Jeremy Woods,South
